"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"159","@AmericanAir May I have the email of someone who will read it and I will send the details.",FALSE,0,"AmericanAir",2017-10-08 00:31:09,FALSE,"916818839928795136","916823244572905472","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeRiceColorado",0,FALSE,FALSE,NA,NA
"160","@joe_byler @AmericanAir  https://t.co/bLedkm0vDN",FALSE,1,"joe_byler",2017-10-08 00:31:07,FALSE,"916821402577141760","916823232531050496","17552052","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamiebarnes",0,FALSE,FALSE,NA,NA
"161","@user47 @chippy194 @AirlineReporter @AmericanAir once you decide to bring a carry-on, and only competes on a handfu‚Ä¶ https://t.co/0GcBU8ADSr",FALSE,0,"nbfowler",2017-10-08 00:30:15,TRUE,"916822758129938432","916823015098269696","19667694","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
"162","@AmericanAir The delay really isn't as big of a deal as how much money I spent on the overpriced food.",FALSE,0,"AmericanAir",2017-10-08 00:29:47,FALSE,"916806766851174401","916822899050319872","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaRealHVP",0,FALSE,FALSE,NA,NA
"163","@user47 @chippy194 @AirlineReporter @AmericanAir yeah, no. Article basically says the Southwest effect is dead, the‚Ä¶ https://t.co/TrrTvK6FuX",FALSE,0,"user47",2017-10-08 00:29:13,TRUE,"916819979277930496","916822758129938432","15906000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
"164","RT @laligirl00: That's a lot of tails at the @AmericanAir Tech Ops - Tulsa Family Day. #avgeek #737Max8 https://t.co/Wvn6hg7Oxl",FALSE,0,NA,2017-10-08 00:28:32,FALSE,NA,"916822585157005312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RossFeinstein",4,TRUE,FALSE,NA,NA
"165","@DAVEseason @AmericanAir care to comment https://t.co/lr0EovER5u",FALSE,1,"DAVEseason",2017-10-08 00:28:14,FALSE,"916819023437926404","916822506862010369","27821086","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seanblendy",0,FALSE,FALSE,NA,NA
"166","@RossFeinstein @erikolund @AmericanAir You're coming next year, Ross!",FALSE,1,"RossFeinstein",2017-10-08 00:28:02,FALSE,"916819182582366209","916822460112269312","15717073","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laligirl00",0,FALSE,FALSE,NA,NA
"167","@jamesaydelott @erikolund @AmericanAir We were flying high with you and your family there! And we're happy you brought the good weather ‚òÄÔ∏è",FALSE,0,"jamesaydelott",2017-10-08 00:26:53,FALSE,"916816906023329792","916822168519852032","20557363","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laligirl00",0,FALSE,FALSE,NA,NA
"168","@AmericanAir Now because ‚Äúit was weather related‚Äù I did not receive a hotel voucher.",FALSE,0,"AmericanAir",2017-10-08 00:25:09,FALSE,"916819201389711360","916821734392827906","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shawnraley38",0,FALSE,FALSE,NA,NA
"169","RT @jamesaydelott: Huge thank you to @laligirl00 @erikolund and the whole @AmericanAir Tulsa Tech Ops crew for a great Family Day - https:/‚Ä¶",FALSE,0,NA,2017-10-08 00:24:56,FALSE,NA,"916821678289833984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laligirl00",2,TRUE,FALSE,NA,NA
"170","@AmericanAir Frustrated that I ran through the airport go 2 the gate n time 2 find out my seat had been given away‚Ä¶ https://t.co/i2uHyPcbnK",FALSE,0,"AmericanAir",2017-10-08 00:24:44,TRUE,"916819201389711360","916821626074824704","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shawnraley38",0,FALSE,FALSE,NA,NA
"171","Sitting on the runway waiting to takeoff with @AmericanAir for over 45mins - because our flight plan got removed/lost/deleted?!? Seriously.",FALSE,0,NA,2017-10-08 00:23:50,FALSE,NA,"916821402577141760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joe_byler",0,FALSE,FALSE,NA,NA
"172","RT @sarahjeansteele: 1 of 2) When your @AmericanAir flight attendant refuses to serve you a glass of wine because SHE SAW YOU BREASTFEEDING",FALSE,0,NA,2017-10-08 00:23:07,FALSE,NA,"916821223232950272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katieecrawford",22,TRUE,FALSE,NA,NA
"173","@AmericanAir Process? Not option on refunds web cite..",FALSE,0,"AmericanAir",2017-10-08 00:22:46,FALSE,"916774001652961280","916821133915193344","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatMarley55",0,FALSE,FALSE,NA,NA
"174","RT @ARizzo44: Can‚Äôt wait to see ETHAN in D.C.! Thanks @AmericanAir and @Cubs for helping make this happen! https://t.co/UFj8os3pgI",FALSE,0,NA,2017-10-08 00:22:23,FALSE,NA,"916821037832134657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kokitotasp885",174,TRUE,FALSE,NA,NA
"175","@Jacoblee27 @AmericanAir Blasty blast!",FALSE,0,"Jacoblee27",2017-10-08 00:22:07,FALSE,"916819802894815232","916820970559729664","373773899","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessecraighead",0,FALSE,FALSE,NA,NA
"176","@AmericanAir @Barclaycard Why ask me to provide information I've already provided????",FALSE,0,"DavidJDawg",2017-10-08 00:20:15,FALSE,"916820379670339584","916820500558598145","909222650","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DavidJDawg",0,FALSE,FALSE,NA,NA
"177","@jumbo747pilot @AmericanAir @British_Airways @DFWAirport @BoeingAirplanes Great shot  Scott",FALSE,0,"jumbo747pilot",2017-10-08 00:19:49,FALSE,"916623829132247040","916820389879271425","777449463656902656","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","speedbird0009",0,FALSE,FALSE,NA,NA
"178","@AmericanAir @Barclaycard No way I am going to provide this information again. Sounds like a total scam. I'm an AA‚Ä¶ https://t.co/WFKYnRh82e",FALSE,0,"DavidJDawg",2017-10-08 00:19:46,TRUE,"916820094034104321","916820379670339584","909222650","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DavidJDawg",0,FALSE,FALSE,NA,NA
"179","@user47 @IndoBushPilot @PhilFlying @AirlineReporter @AmericanAir need to do what @Qantas do with DOM flights withou‚Ä¶ https://t.co/JnEc1GJIec",FALSE,0,"user47",2017-10-08 00:19:42,TRUE,"916804298817900544","916820359956983808","15906000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","twcau",0,FALSE,FALSE,NA,NA
"180","@AmericanAir Help.. help does not answer in the call center...",FALSE,0,"AmericanAir",2017-10-08 00:18:50,FALSE,"916781344780378112","916820142285135872","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josecarrascov",0,FALSE,FALSE,NA,NA
"181","Never thought I'd say this, but the @AmericanAir app is really good, they've stepped up their game! Love the airport maps &amp; bag tracking.",FALSE,1,NA,2017-10-08 00:18:39,FALSE,NA,"916820097649598465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pleia2",0,FALSE,FALSE,NA,NA
"182","@Brittany_MSgirl @AmericanAir Tell me you were flying to Canada so we could marry!!",FALSE,1,"Brittany_MSgirl",2017-10-08 00:18:39,FALSE,"916518212182953984","916820097448251392","3057963627","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yteeoner",0,FALSE,FALSE,NA,NA
"183","@AmericanAir @Barclaycard they both keep expecting me to provide my SSN, mother's maiden name or DOB to provide info I've already provided.",FALSE,0,"DavidJDawg",2017-10-08 00:18:38,FALSE,"916819928283574274","916820094034104321","909222650","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DavidJDawg",0,FALSE,FALSE,NA,NA
"184","@nbfowler @chippy194 @AirlineReporter @AmericanAir https://t.co/cbn83vSKS6",FALSE,0,"nbfowler",2017-10-08 00:18:11,FALSE,"916818526823866368","916819979277930496","19667694","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"185","Very disappointed in @AmericanAir and @Barclaycard   Submitted a request for an AA card &amp; have received numerous calls for ""additional info""",FALSE,0,NA,2017-10-08 00:17:59,FALSE,NA,"916819928283574274",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DavidJDawg",0,FALSE,FALSE,NA,NA
"186","Thank You @AmericanAir for your amazing customer service &amp; accommodations Ì†ΩÌª´ Thank you for valuing me &amp; others with Class Ì†ΩÌª¨  #HurricaneNate",FALSE,0,NA,2017-10-08 00:17:58,FALSE,NA,"916819926056341504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Everything_STEM",0,FALSE,FALSE,NA,NA
"187","RT @jamesaydelott: Huge thank you to @laligirl00 @erikolund and the whole @AmericanAir Tulsa Tech Ops crew for a great Family Day - https:/‚Ä¶",FALSE,0,NA,2017-10-08 00:17:42,FALSE,NA,"916819855940182016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BethpageGirl",2,TRUE,FALSE,NA,NA
"188","@jessecraighead @AmericanAir Have fun pal!",FALSE,1,"jessecraighead",2017-10-08 00:17:29,FALSE,"916817167525564416","916819802894815232","142952008","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jacoblee27",0,FALSE,FALSE,NA,NA
"189","RT @AmericanAir: Happy Pride Funky Town! It‚Äôs time to celebrate! 

#FortWorthPride https://t.co/BXe42YjWiP",FALSE,0,NA,2017-10-08 00:17:26,FALSE,NA,"916819790244859904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmadz___",62,TRUE,FALSE,NA,NA
"190","Busy busy night at @DFWAirport it seems like, haven‚Äôt sat this long on an @AmericanAir flight. Been in aircraft for an hour",FALSE,0,NA,2017-10-08 00:17:11,FALSE,NA,"916819727737114625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amandaleigh09",0,FALSE,FALSE,NA,NA
"191","RT @coreyharp: little turbulence today boys.....  @AmericanAir ... :/ RIP my first and favorite strat. this sucks https://t.co/mL7jfJ5fWu",FALSE,0,NA,2017-10-08 00:17:02,FALSE,NA,"916819690135093248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soysaragb",12,TRUE,FALSE,NA,NA
"192","@user47 @chippy194 @AirlineReporter @AmericanAir bigger airline's market share &amp; (2) a set of routes that directly‚Ä¶ https://t.co/aKVFuadYMQ",FALSE,0,"nbfowler",2017-10-08 00:16:50,TRUE,"916819091977003008","916819638352175104","19667694","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
"193","RT @AmericanAir: We're matching donations for hurricane relief as our #AATeam works w/@UNICEF's Change for Good program. Donate: https://t.‚Ä¶",FALSE,0,NA,2017-10-08 00:16:35,FALSE,NA,"916819579086786562",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slyguy03",35,TRUE,FALSE,NA,NA
"194","RT @laligirl00: I would say the @AmericanAir Tech Ops - Tulsa Family Day is a success. @erikolund would say so too! #avgeek #737mAAx #fAAmi‚Ä¶",FALSE,0,NA,2017-10-08 00:16:33,FALSE,NA,"916819568043098112",NA,"<a href=""http://www.planespottingiscool.com"" rel=""nofollow"">PlaneSpotterRetweet</a>","PlaneSpotIsCool",6,TRUE,FALSE,NA,NA
"195","RT @laligirl00: I would say the @AmericanAir Tech Ops - Tulsa Family Day is a success. @erikolund would say so too! #avgeek #737mAAx #fAAmi‚Ä¶",FALSE,0,NA,2017-10-08 00:15:21,FALSE,NA,"916819265331847174",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RossFeinstein",6,TRUE,FALSE,NA,NA
"196","RT @AmericanAir: Happy Pride Funky Town! It‚Äôs time to celebrate! 

#FortWorthPride https://t.co/BXe42YjWiP",FALSE,0,NA,2017-10-08 00:15:10,FALSE,NA,"916819222386405376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meggg_elaine",62,TRUE,FALSE,NA,NA
"197","Thank you @AmericanAir for getting me on an earlier flight home to my family and the upgrade! Ì†ΩÌ∏¨ https://t.co/9jcSaz9ZgF",FALSE,0,NA,2017-10-08 00:15:10,FALSE,NA,"916819218401841153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joescars",0,FALSE,FALSE,NA,NA
"198","@laligirl00 @erikolund @AmericanAir Looks like you all had an amazing time!",FALSE,0,"laligirl00",2017-10-08 00:15:01,FALSE,"916739376012546053","916819182582366209","142367864","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RossFeinstein",0,FALSE,FALSE,NA,NA
"199","@user47 @chippy194 @AirlineReporter @AmericanAir number of routes offering a similar level of service (no fees for‚Ä¶ https://t.co/bhbrD39e9J",FALSE,0,"nbfowler",2017-10-08 00:14:39,TRUE,"916818526823866368","916819091977003008","19667694","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
"200","@AmericanAir Oct 7 / Flight 2703 POS / MIA 45‚Äô waiting for an open Gate ? Insane.",FALSE,0,"AmericanAir",2017-10-08 00:13:25,FALSE,NA,"916818780906508288","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vicarca_",0,FALSE,FALSE,NA,NA
"201","@DoctorJesseMD @AmericanAir @fly2ohare Beautiful",FALSE,0,"DoctorJesseMD",2017-10-08 00:12:46,FALSE,"916818370548428800","916818614883438593","95676498","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maricocolita",0,FALSE,FALSE,NA,NA
"202","@user47 @chippy194 @AirlineReporter @AmericanAir I don't think it's ""odd""; ""worth noting"" maybe. If you can demonst‚Ä¶ https://t.co/TUjjHephlk",FALSE,0,"user47",2017-10-08 00:12:25,TRUE,"916804584257015808","916818526823866368","15906000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
"203","Hey, @AmericanAir: What do fall showers bring? #DoubleRainbow! @fly2ohare #RoadWarrior https://t.co/pyjFVDzjs2",FALSE,6,NA,2017-10-08 00:11:47,FALSE,NA,"916818370548428800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DoctorJesseMD",0,FALSE,FALSE,NA,NA
"204","RT @AmericanAir: Happy Pride Funky Town! It‚Äôs time to celebrate! 

#FortWorthPride https://t.co/BXe42YjWiP",FALSE,0,NA,2017-10-08 00:11:19,FALSE,NA,"916818250826174464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ErikVCarrillo",62,TRUE,FALSE,NA,NA
"205","@AmericanAir Mechanical issues on the way to BOS now issues on the return to COS 1019 from DFW. Loosing faith in AA‚Äôs fleet!",FALSE,0,"AmericanAir",2017-10-08 00:10:42,FALSE,NA,"916818094353473537","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carybh",0,FALSE,FALSE,NA,NA
"206","Holy. Cow. 1hr to Dallas from Pensacola. @AmericanAir, your staff crushed a crazy flight.",FALSE,1,"thewillbeard",2017-10-08 00:10:00,FALSE,"916789173318815745","916817918679306245","76931471","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","thewillbeard",0,FALSE,FALSE,NA,NA
"207","@AmericanAir do you guys always wait until the entire plane boards before you delay the departure? This is absurd.",FALSE,0,"AmericanAir",2017-10-08 00:08:06,FALSE,NA,"916817442080460800","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bs6885",0,FALSE,FALSE,NA,NA
"208","@AmericanAir wow can't believe the worst experience I've ever had withAA easily coulda made flight if not 4 this**#% https://t.co/F2vv4Fd8nB",FALSE,1,"AmericanAir",2017-10-08 00:07:59,FALSE,NA,"916817414704254976","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimmycharles92",0,FALSE,FALSE,NA,NA
"209","@AmericanAir MKQGPQ",FALSE,0,"AmericanAir",2017-10-08 00:07:36,FALSE,"916811257101144064","916817316993695744","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonedoctorspike",0,FALSE,FALSE,NA,NA
"210","RT @games247: Great flight from Glasgow on @British_Airways - Looking forward for the @AmericanAir flight to Charlotte with the family! #ho‚Ä¶",FALSE,0,NA,2017-10-08 00:07:10,FALSE,NA,"916817208579448832",NA,"<a href=""https://twitter.com/GlasgowJives"" rel=""nofollow"">GlasgowJives</a>","GlasgowJives",2,TRUE,FALSE,NA,NA
"211","@Jacoblee27 @AmericanAir Fort Lauderdale. We are boarding a cruise tomorrow.",FALSE,0,"Jacoblee27",2017-10-08 00:07:01,FALSE,"916814554616668160","916817167525564416","373773899","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessecraighead",0,FALSE,FALSE,NA,NA
"212","#rocknroll-ing with the #hotties of.@AmericanAir during #soundcheck 4.@KingsOfLeon &amp;now heading to see .@scorpions‚Ä¶ https://t.co/CPFmGdddTn",FALSE,1,NA,2017-10-08 00:06:57,TRUE,NA,"916817150748196864",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","diamondave",0,FALSE,FALSE,NA,NA
"213","RT @jolted11: Hey @AmericanAir, can you provide me with some details as to why my 8:20p flight (AA 4812) back to Huntington, WV was cancell‚Ä¶",FALSE,0,NA,2017-10-08 00:06:56,FALSE,NA,"916817148470792194",NA,"<a href=""http://benharper2017.com"" rel=""nofollow"">benharper2017</a>","ben1968harper",1,TRUE,FALSE,NA,NA
"214","We are finally boarding! Don‚Äôt worry @AmericanAir , we will fly @SouthwestAir next time.",FALSE,0,NA,2017-10-08 00:06:45,FALSE,NA,"916817100798353408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessecraighead",0,FALSE,FALSE,NA,NA
"215","@AmericanAir I don‚Äôt understand why you‚Äôre willing to put me in a hotel tonight but not willing to get me a rental car. #worstever",FALSE,0,"AmericanAir",2017-10-08 00:06:24,FALSE,NA,"916817014957756417","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shawnraley38",0,FALSE,FALSE,NA,NA
"216","Hey @AmericanAir, can you provide me with some details as to why my 8:20p flight (AA 4812) back to Huntington, WV was cancelled?",FALSE,0,NA,2017-10-08 00:06:14,FALSE,NA,"916816971320225793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jolted11",1,FALSE,FALSE,NA,NA
"217","@AmericanAir It‚Äôs an example of how @AmericanAir says one thing but does another. #disappointment #snacksdontflyfree",FALSE,0,"AmericanAir",2017-10-08 00:06:01,FALSE,"916814880249966592","916816918916599808","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haydnadams",0,FALSE,FALSE,NA,NA
"218","@AmericanAir thank you! The flight crew and fellow passengers all worked it out. The passenger was very appreciative and thankful.",FALSE,0,"AmericanAir",2017-10-08 00:06:01,FALSE,"916794860216176642","916816916014092288","22536055","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CedarPosts",0,FALSE,FALSE,NA,NA
"219","Huge thank you to @laligirl00 @erikolund and the whole @AmericanAir Tulsa Tech Ops crew for a great Family Day - https://t.co/u55SHvptIJ",FALSE,6,NA,2017-10-08 00:05:58,FALSE,NA,"916816906023329792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jamesaydelott",2,FALSE,FALSE,NA,NA
"220","RT @EricRoberts: I am flying @AmericanAir Thanks to @PatWalkerTravel @rebel7449 So happy!",FALSE,0,NA,2017-10-08 00:05:32,FALSE,NA,"916816796380028928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FilmStillWaters",2,TRUE,FALSE,NA,NA
"221","@AmericanAir i have an emergency and need to change a ticket to a diferent name for health reasons can you help !!!",FALSE,0,"AmericanAir",2017-10-08 00:03:33,FALSE,NA,"916816295219384321","22536055","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","LEOCHAVEZ1010",0,FALSE,FALSE,NA,NA
"222","@AmericanAir Nope. No snacks actually. They didn‚Äôt come around and offer anything.",FALSE,0,"AmericanAir",2017-10-08 00:03:19,FALSE,"916814880249966592","916816238034280449","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haydnadams",0,FALSE,FALSE,NA,NA
"223","RT @laligirl00: I would say the @AmericanAir Tech Ops - Tulsa Family Day is a success. @erikolund would say so too! #avgeek #737mAAx #fAAmi‚Ä¶",FALSE,0,NA,2017-10-08 00:03:15,FALSE,NA,"916816223215800320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesaydelott",6,TRUE,FALSE,NA,NA
"224","RT @games247: Great flight from Glasgow on @British_Airways - Looking forward for the @AmericanAir flight to Charlotte with the family! #ho‚Ä¶",FALSE,0,NA,2017-10-08 00:02:03,FALSE,NA,"916815921536294912",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","MeAndMyHandful",2,TRUE,FALSE,NA,NA
"225","@AmericanAir 7 reps, 2 times disconnected after holding, 5 hrs of website error and issue still unresolved pls help!!!",FALSE,0,"AmericanAir",2017-10-08 00:01:00,FALSE,NA,"916815657114640384","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Denaroche",0,FALSE,FALSE,NA,NA
"226","Great job by two @AmericanAir attendants on AA flt 5582 tonight. Saved me fr 4hr delay flt 5204! They don‚Äôt suffer‚Ä¶ https://t.co/dzmOISIjqF",FALSE,9,NA,2017-10-08 00:00:54,TRUE,NA,"916815628782243840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeFlynn826",1,FALSE,FALSE,NA,NA
"227","@TomPodolec @flightradar24 @itskristenbrown @AmericanAir That's just plane unlucky.",FALSE,0,"TomPodolec",2017-10-08 00:00:49,FALSE,"908082274456961024","916815607747706880","191701613","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EvilPower90",0,FALSE,FALSE,NA,NA
"228","@rtphokie @AmericanAir Hey, I know that SWA seatback! Sadly no USB and no holders on @SouthwestAir. No hope of gett‚Ä¶ https://t.co/LmIqaaWbKV",FALSE,1,"rtphokie",2017-10-07 23:59:32,TRUE,"916807555678130176","916815287227437057","16207462","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AirlineReporter",0,FALSE,FALSE,NA,NA
"229","@AmericanAir No thanks. I'll fly another airline.",FALSE,0,"AmericanAir",2017-10-07 23:59:03,FALSE,"916423569000742912","916815164799938561","22536055","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Beard__Chase",0,FALSE,FALSE,NA,NA
"230","@AmericanAir, another exciting time flying with you! Great crew again! Flight 2460 out of DFW, now on to Kona! Flig‚Ä¶ https://t.co/cJdygaf84A",FALSE,1,"AmericanAir",2017-10-07 23:58:31,TRUE,NA,"916815029764112384","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rundallas57",0,FALSE,FALSE,NA,NA
"231","@AmericanAir Yes",FALSE,0,"AmericanAir",2017-10-07 23:58:16,FALSE,"916813354265661440","916814969127268352","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichaelLobmeyer",0,FALSE,FALSE,NA,NA
"232","@jessecraighead @AmericanAir Where you headed ?",FALSE,0,"jessecraighead",2017-10-07 23:56:38,FALSE,"916798938413445121","916814554616668160","142952008","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jacoblee27",0,FALSE,FALSE,NA,NA
"233","@AmericanAir thanks a lot for giving my seat away. I ran through the Charlotte airport to make it. Never flying with you all again.",FALSE,0,"AmericanAir",2017-10-07 23:55:24,FALSE,NA,"916814246910025728","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shawnraley38",0,FALSE,FALSE,NA,NA
"234","@AmericanAir I‚Äôll chalk it up to cookies. Agent was able to book at original price. Thank you.",FALSE,0,"AmericanAir",2017-10-07 23:53:06,FALSE,"916805098893922304","916813666514808833","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scm1133",0,FALSE,FALSE,NA,NA
"235","RT @AmericanAir: Our storm riders helped keep things running at @iflymia; now #AATeam volunteers are working to restart service: https://t.‚Ä¶",FALSE,0,NA,2017-10-07 23:51:15,FALSE,NA,"916813200812847104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mdg116115",77,TRUE,FALSE,NA,NA
"236","RT @AmericanAir: A big thanks to @RedCross &amp; our #AATeam who flew from across the nation to help build care packages for those affected by‚Ä¶",FALSE,0,NA,2017-10-07 23:51:09,FALSE,NA,"916813176762720256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mdg116115",54,TRUE,FALSE,NA,NA
"237","@user47 @AirlineReporter @AmericanAir @united Another option. Personally I found the process seamless but I do see‚Ä¶ https://t.co/YjrMyJgTQY",FALSE,2,"user47",2017-10-07 23:50:52,TRUE,"916804895533084672","916813103144292352","15906000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GMC2021",0,FALSE,FALSE,NA,NA
"238","@AmericanAir Yeah I know but we have no plans to travel back to San Juan anytime soon; nor anywhere anytime soon",FALSE,0,"AmericanAir",2017-10-07 23:49:21,FALSE,"916805891307048961","916812722662191104","22536055","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","afriot",0,FALSE,FALSE,NA,NA
"239","@GarySiniseFound @GarySinise @JoeMantegna @TAPSorg @latelateshow @AmericanAir Gary you are a national treasure",FALSE,0,"GarySiniseFound",2017-10-07 23:48:48,FALSE,"916708245321940997","916812586489995264","327071763","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","whalewomanfl",0,FALSE,FALSE,NA,NA
